species,prefix,scope,status,evidence,notes
Gorilla gorilla,Gogo,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9593; designation=Gogo
Gorilla gorilla,GoLA,exact,literature_historical,https://www.eva.mpg.de/documents/Springer/Groot_Nomenclature_Immunogenetics_2020_3174021.pdf,
Gorsachius magnificus,Goma,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J698;https://rest.uniprot.org/uniprotkb/E2J699;https://rest.uniprot.org/uniprotkb/E2J6C2,attested in the retained source label for E2J698;E2J699;E2J6C2
Grampus griseus,Grgr,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=83653; designation=Grgr(Grgr)
Grus grus,Grgr,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0N7KC08;https://rest.uniprot.org/uniprotkb/A0A0P0UVZ6;https://rest.uniprot.org/uniprotkb/A0A0P0UW00,attested in the retained source label for A0A0N7KC08;A0A0P0UVZ6;A0A0P0UW00
Grus japonensis,Grja,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0P0UW77;https://rest.uniprot.org/uniprotkb/A0A0P0UW80;https://rest.uniprot.org/uniprotkb/A0A0P0UW96,attested in the retained source label for A0A0P0UW77;A0A0P0UW80;A0A0P0UW96
Grus monacha,Grmo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0P0UVS1;https://rest.uniprot.org/uniprotkb/A0A0P0UVX3;https://rest.uniprot.org/uniprotkb/A0A0P0UWK5,attested in the retained source label for A0A0P0UVS1;A0A0P0UVX3;A0A0P0UWK5
Grus nigricollis,Grni,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0P0UVP3;https://rest.uniprot.org/uniprotkb/A0A0P0UWI5,attested in the retained source label for A0A0P0UVP3;A0A0P0UWI5
Gypaetus barbatus,Gypa,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN3,attested in the retained source label for A9LDN3
Gyps africanus,Gyaf,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN9;https://rest.uniprot.org/uniprotkb/A9LDP0;https://rest.uniprot.org/uniprotkb/A9LDP1,attested in the retained source label for A9LDN9;A9LDP0;A9LDP1
Gyps coprotheres,Gyco,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDP8;https://rest.uniprot.org/uniprotkb/A9LDP9;https://rest.uniprot.org/uniprotkb/A9LDQ0,attested in the retained source label for A9LDP8;A9LDP9;A9LDQ0
Haliaeetus albicilla,Haal,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A3Q8TLJ6;https://rest.uniprot.org/uniprotkb/A0A3Q8TLJ9;https://rest.uniprot.org/uniprotkb/A0A3Q8TLK0,attested in the retained source label for A0A3Q8TLJ6;A0A3Q8TLJ9;A0A3Q8TLK0
Halobaena caerulea,Haca,exact,external_database,https://rest.uniprot.org/uniprotkb/F6LIC3;https://rest.uniprot.org/uniprotkb/F6LIC4;https://rest.uniprot.org/uniprotkb/F6LIC5,attested in the retained source label for F6LIC3;F6LIC4;F6LIC5
Harpyhaliaetus coronatus,Haco,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN4,attested in the retained source label for A9LDN4
Hieraaetus pennatus,Hipe,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN5,attested in the retained source label for A9LDN5
Hippocampus abdominalis,Hiab,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0A7TWB0;https://rest.uniprot.org/uniprotkb/A0A0A7TWB4;https://rest.uniprot.org/uniprotkb/A0A0A7TWB9,attested in the retained source label for A0A0A7TWB0;A0A0A7TWB4;A0A0A7TWB9
Hippocampus erectus,Hier,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1B3IPW4;https://rest.uniprot.org/uniprotkb/A0A1B3IPW5;https://rest.uniprot.org/uniprotkb/A0A1B3IPX9,attested in the retained source label for A0A1B3IPW4;A0A1B3IPW5;A0A1B3IPX9
Hippolais icterina,Hiic,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MYW4;https://rest.uniprot.org/uniprotkb/A0A0S2MYW9;https://rest.uniprot.org/uniprotkb/A0A0S2MYX0,attested in the retained source label for A0A0S2MYW4;A0A0S2MYW9;A0A0S2MYX0
Homo sapiens,HLA,exact,formal_system,https://hla.alleles.org/genes/index.html,
Homo sapiens,HL-A,exact,literature_historical,https://hla.alleles.org/pages/antigens/naming_hla_antigens/,
Hybognathus amarus,Hyam,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1L2M116;https://rest.uniprot.org/uniprotkb/A0A1L2M126;https://rest.uniprot.org/uniprotkb/A0A1L2M128,attested in the retained source label for A0A1L2M116;A0A1L2M126;A0A1L2M128
Hylobates lar,Hyla,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9580; designation=Hyla
Hylobates moloch,Hymo,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=81572; designation=Hymo
Hyperoodon ampullatus,Hyam,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=48744; designation=Hyam(Hyam)
Hypophthalmichthys molitrix,Hymo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A193PJZ3;https://rest.uniprot.org/uniprotkb/A0A193PK48;https://rest.uniprot.org/uniprotkb/A0A193PKI0,attested in the retained source label for A0A193PJZ3;A0A193PK48;A0A193PKI0
Ichthyosaura alpestris,Meal,exact,external_database,https://rest.uniprot.org/uniprotkb/B1PXH2;https://rest.uniprot.org/uniprotkb/B1PXH3;https://rest.uniprot.org/uniprotkb/B1PXH4,attested in the retained source label for B1PXH2;B1PXH3;B1PXH4
Iconisemion striatum,ORLA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1A7XA08;https://rest.uniprot.org/uniprotkb/A0A1A7Z4E2,attested in the retained source label for A0A1A7XA08;A0A1A7Z4E2
Ictalurus punctatus,Icpu,exact,external_database,https://rest.uniprot.org/uniprotkb/O62894;https://rest.uniprot.org/uniprotkb/O62895;https://rest.uniprot.org/uniprotkb/O62896,attested in the retained source label for O62894;O62895;O62896
Iguana iguana,Igig,exact,external_database,https://rest.uniprot.org/uniprotkb/B3UZZ3;https://rest.uniprot.org/uniprotkb/B3UZZ4;https://rest.uniprot.org/uniprotkb/B3UZZ5,attested in the retained source label for B3UZZ3;B3UZZ4;B3UZZ5
Inia geoffrensis,Inge,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9725; designation=Inge(Inge)
Ixobrychus cinnamomeus,Ixci,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J649;https://rest.uniprot.org/uniprotkb/E2J650;https://rest.uniprot.org/uniprotkb/E2J651,attested in the retained source label for E2J649;E2J650;E2J651
Ixobrychus flavicollis,Ixfl,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J6A0;https://rest.uniprot.org/uniprotkb/E2J6A1;https://rest.uniprot.org/uniprotkb/E2J6C4,attested in the retained source label for E2J6A0;E2J6A1;E2J6C4
Kareius bicoloratus,Kabi,exact,external_database,https://rest.uniprot.org/uniprotkb/F8QMU6;https://rest.uniprot.org/uniprotkb/F8QMU7;https://rest.uniprot.org/uniprotkb/K9URZ0,attested in the retained source label for F8QMU6;F8QMU7;K9URZ0
Kogia breviceps,Kobr,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=27615; designation=Kobr(Kobr)
Kogia sima,Kosi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9752; designation=Kosi(Kosi)
Labeobarbus intermedius,baic,exact,external_database,https://rest.uniprot.org/uniprotkb/Q5K4Z4;https://rest.uniprot.org/uniprotkb/Q70XU4;https://rest.uniprot.org/uniprotkb/Q70XU5,attested in the retained source label for Q5K4Z4;Q70XU4;Q70XU5
Labeobarbus intermedius,Bain,exact,external_database,https://rest.uniprot.org/uniprotkb/Q9MXA4;https://rest.uniprot.org/uniprotkb/Q9MXA5;https://rest.uniprot.org/uniprotkb/Q9MXA6,attested in the retained source label for Q9MXA4;Q9MXA5;Q9MXA6
Labeobarbus intermedius,batr,exact,external_database,https://rest.uniprot.org/uniprotkb/Q5K530,attested in the retained source label for Q5K530
Labeobarbus intermedius,bats,exact,external_database,https://rest.uniprot.org/uniprotkb/Q5K529,attested in the retained source label for Q5K529
Ladigesocypris ghigii,Lagh,exact,external_database,https://rest.uniprot.org/uniprotkb/E3U3B4;https://rest.uniprot.org/uniprotkb/E3U3B5;https://rest.uniprot.org/uniprotkb/E3U3B6,attested in the retained source label for E3U3B4;E3U3B5;E3U3B6
Lagenorhynchus albirostris,Laal,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=27610; designation=Laal(Laal)
Lagenorhynchus obscurus,Laob,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=27611; designation=Laob(Laob)
Lagopus scotica,Lala,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A159AJS9;https://rest.uniprot.org/uniprotkb/A0A159AJU1;https://rest.uniprot.org/uniprotkb/A0A159AJU4,attested in the retained source label for A0A159AJS9;A0A159AJU1;A0A159AJU4
Lanius collaris,Laco,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZT4;https://rest.uniprot.org/uniprotkb/A0A0S2MZT5;https://rest.uniprot.org/uniprotkb/A0A0S2MZU6,attested in the retained source label for A0A0S2MZT4;A0A0S2MZT5;A0A0S2MZU6
Lanius senator,Lase,exact,external_database,https://rest.uniprot.org/uniprotkb/E2E2T4;https://rest.uniprot.org/uniprotkb/E2E2T6,attested in the retained source label for E2E2T4;E2E2T6
Larimichthys crocea,Pscr,exact,external_database,https://rest.uniprot.org/uniprotkb/B1NNU4;https://rest.uniprot.org/uniprotkb/B1NNU5;https://rest.uniprot.org/uniprotkb/B1NNU3,attested in the retained source label for B1NNU4;B1NNU5;B1NNU3
Leiocassis longirostris,Lelo,exact,external_database,https://rest.uniprot.org/uniprotkb/D5FL40;https://rest.uniprot.org/uniprotkb/D5FL41;https://rest.uniprot.org/uniprotkb/D5FL42,attested in the retained source label for D5FL40;D5FL41;D5FL42
Leontopithecus rosalia,Lero,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=30588; designation=Lero
Leucogeranus leucogeranus,Grle,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0N7KC04;https://rest.uniprot.org/uniprotkb/A0A0P0UVM7;https://rest.uniprot.org/uniprotkb/A0A0P0UVV6,attested in the retained source label for A0A0N7KC04;A0A0P0UVM7;A0A0P0UVV6
Limosa limosa,Lili,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1Y0JX04;https://rest.uniprot.org/uniprotkb/A0A1Y0JX07;https://rest.uniprot.org/uniprotkb/A0A1Y0JX16,attested in the retained source label for A0A1Y0JX04;A0A1Y0JX07;A0A1Y0JX16
Lipotes vexillifer,Live,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=118797; designation=Live(Live)
Lissotriton vulgaris,Limv,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A6M9U035;https://rest.uniprot.org/uniprotkb/A0A6M9U050;https://rest.uniprot.org/uniprotkb/A0A6M9U060,attested in the retained source label for A0A6M9U035;A0A6M9U050;A0A6M9U060
Lithobates clamitans,Licl,exact,external_database,https://rest.uniprot.org/uniprotkb/I6PNC7;https://rest.uniprot.org/uniprotkb/I6PNC8;https://rest.uniprot.org/uniprotkb/I6PNC9,attested in the retained source label for I6PNC7;I6PNC8;I6PNC9
Lithobates yavapaiensis,Liya,exact,external_database,https://rest.uniprot.org/uniprotkb/I6PND1;https://rest.uniprot.org/uniprotkb/I6PND2;https://rest.uniprot.org/uniprotkb/I6PRN7,attested in the retained source label for I6PND1;I6PND2;I6PRN7
Litoria verreauxii,Livea,exact,literature_historical,https://pmc.ncbi.nlm.nih.gov/articles/PMC4389617/,
Lophocebus aterrimus,Loat,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=75566; designation=Loat
Luscinia svecica,Lusv,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0S2MZR9,attested in the retained source label for A0A0S2MZR9
Lycaon pictus,DLA,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=9622; designation=Lypi(DLA)
Lycaon pictus,Lypi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Canids; taxon=9622; designation=Lypi(DLA)
Lyrurus tetrix,Tete,exact,external_database,https://rest.uniprot.org/uniprotkb/X2JFU1;https://rest.uniprot.org/uniprotkb/X2JFU5;https://rest.uniprot.org/uniprotkb/X2JI41,attested in the retained source label for X2JFU1;X2JFU5;X2JI41
Macaca arctoides,Maar,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9540; designation=Maar
Macaca assamensis,Maas,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9551; designation=Maas
Macaca fascicularis,Mafa,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9541; designation=Mafa
Macaca fuscata,Mafu,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9542; designation=Mafu
Macaca leonina,Malo,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=90387; designation=Malo
Macaca mulatta,Mamu,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9544; designation=Mamu
Macaca mulatta,RhLA,exact,literature_historical,https://www.eva.mpg.de/documents/Springer/Groot_Nomenclature_Immunogenetics_2020_3174021.pdf,
Macaca nemestrina,Mane,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9545; designation=Mane
Macaca silenus,Masi,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=54601; designation=Masi
Macaca thibetana,Math,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=54602; designation=Math
Mandrillus leucophaeus,Male,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9568; designation=Male
Mandrillus sphinx,Masp,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9561; designation=Masp
Mecistops cataphractus,Meca,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXX1;https://rest.uniprot.org/uniprotkb/V9HXX2;https://rest.uniprot.org/uniprotkb/V9HY17,attested in the retained source label for V9HXX1;V9HXX2;V9HY17
Megalobrama amblycephala,Meam,exact,external_database,https://rest.uniprot.org/uniprotkb/F6JYA9;https://rest.uniprot.org/uniprotkb/F6JYB0;https://rest.uniprot.org/uniprotkb/F6JYB1,attested in the retained source label for F6JYA9;F6JYB0;F6JYB1
Megaptera novaeangliae,Meno,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9773; designation=Meno
Melospiza melodia,Sosp,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A4P8DLY1;https://rest.uniprot.org/uniprotkb/A0A5J6CAR3;https://rest.uniprot.org/uniprotkb/A0A5J6CBZ5,attested in the retained source label for A0A4P8DLY1;A0A5J6CAR3;A0A5J6CBZ5
Mesoplodon densirostris,Mede,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=48708; designation=Mede(Mede)
Mesoplodon europaeus,Meeu,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=27616; designation=Meeu(Meeu)
Mesoplodon grayi,Megr,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=74394; designation=Megr(Megr)
Miichthys miiuy,Mimi,exact,external_database,https://rest.uniprot.org/uniprotkb/D6PAH3;https://rest.uniprot.org/uniprotkb/D6PAH4;https://rest.uniprot.org/uniprotkb/M9UTQ7,attested in the retained source label for D6PAH3;D6PAH4;M9UTQ7
Milvus milvus,Mimil,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN6,attested in the retained source label for A9LDN6
Molossus molossus,Momo,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1I9VYE6;https://rest.uniprot.org/uniprotkb/A0A1I9VYE7;https://rest.uniprot.org/uniprotkb/A0A1I9VYE8,attested in the retained source label for A0A1I9VYE6;A0A1I9VYE7;A0A1I9VYE8
Monodelphis domestica,MODO,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A5F8G3S9;https://rest.uniprot.org/uniprotkb/F6YPW4;https://rest.uniprot.org/uniprotkb/A0A5F8G259,attested in the retained source label for A0A5F8G3S9;F6YPW4;A0A5F8G259
Monodon monoceros,Momo,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=40151; designation=Momo(Momo)
Monopterus albus,Moal,exact,external_database,https://rest.uniprot.org/uniprotkb/V9PDN1;https://rest.uniprot.org/uniprotkb/V9PDN4;https://rest.uniprot.org/uniprotkb/V9PDN8,attested in the retained source label for V9PDN1;V9PDN4;V9PDN8
Motacilla alba,Moal,exact,external_database,https://rest.uniprot.org/uniprotkb/E2E2T7;https://rest.uniprot.org/uniprotkb/E2E2T8;https://rest.uniprot.org/uniprotkb/E2E2U0,attested in the retained source label for E2E2T7;E2E2T8;E2E2U0
Mus musculus,H2,exact,formal_system,https://www.informatics.jax.org/downloads/datasets/misc/H2Haplotypes/H2_haplotypes.html,source established by the cited registry or literature
Mus musculus,H-2,exact,literature_historical,https://pubmed.ncbi.nlm.nih.gov/2329006/,
Myotis vivesi,Myvi,exact,external_database,https://rest.uniprot.org/uniprotkb/D6QSQ7;https://rest.uniprot.org/uniprotkb/D6QSQ8,attested in the retained source label for D6QSQ7;D6QSQ8
Nanorana parkeri,Napa,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A172LRJ1;https://rest.uniprot.org/uniprotkb/A0A172LRJ2;https://rest.uniprot.org/uniprotkb/A0A172LRJ3,attested in the retained source label for A0A172LRJ1;A0A172LRJ2;A0A172LRJ3
Neophocaena asiaeorientalis,Neas,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=189058; designation=Neas(Neas)
Neophron percnopterus,Nepe,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN7,attested in the retained source label for A9LDN7
Nipponia nippon,Nini,exact,external_database,https://rest.uniprot.org/uniprotkb/W6JKQ4;https://rest.uniprot.org/uniprotkb/W6JPI6;https://rest.uniprot.org/uniprotkb/W6JIG7,attested in the retained source label for W6JKQ4;W6JPI6;W6JIG7
Noctilio albiventris,Noal,exact,external_database,https://rest.uniprot.org/uniprotkb/E9KZI7;https://rest.uniprot.org/uniprotkb/E9KZI8;https://rest.uniprot.org/uniprotkb/E9KZI9,attested in the retained source label for E9KZI7;E9KZI8;E9KZI9
Noctilio leporinus,Nole,exact,external_database,https://rest.uniprot.org/uniprotkb/H9U5P8;https://rest.uniprot.org/uniprotkb/H9U5P9;https://rest.uniprot.org/uniprotkb/H9U5Q0,attested in the retained source label for H9U5P8;H9U5P9;H9U5Q0
Notamacropus,Maru,exact,external_database,https://rest.uniprot.org/uniprotkb/Q30767;https://rest.uniprot.org/uniprotkb/Q30761;https://rest.uniprot.org/uniprotkb/Q30762,attested in the retained source label for Q30767;Q30761;Q30762
Notamacropus eugenii,Maeu,exact,external_database,https://rest.uniprot.org/uniprotkb/C7SHL7;https://rest.uniprot.org/uniprotkb/C7SHL8;https://rest.uniprot.org/uniprotkb/C7SHL9,attested in the retained source label for C7SHL7;C7SHL8;C7SHL9
Nothobranchius furzeri,ORLA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1A8V2B0,attested in the retained source label for A0A1A8V2B0
Nothobranchius kadleci,ORLA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1A8CNF3;https://rest.uniprot.org/uniprotkb/A0A1A8DWM8,attested in the retained source label for A0A1A8CNF3;A0A1A8DWM8
Nothobranchius korthausae,ORLA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1A8F4C0,attested in the retained source label for A0A1A8F4C0
Nothobranchius kuhntae,ORLA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1A8HZD6;https://rest.uniprot.org/uniprotkb/A0A1A8JMV3,attested in the retained source label for A0A1A8HZD6;A0A1A8JMV3
Nothobranchius pienaari,ORLA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1A8MQH5;https://rest.uniprot.org/uniprotkb/A0A1A8QH40,attested in the retained source label for A0A1A8MQH5;A0A1A8QH40
Nothobranchius rachovii,ORLA,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A1A8SDN4,attested in the retained source label for A0A1A8SDN4
Nycticorax nycticorax,Nyny,exact,external_database,https://rest.uniprot.org/uniprotkb/E2J6B3;https://rest.uniprot.org/uniprotkb/E2J6B4;https://rest.uniprot.org/uniprotkb/E2J6D4,attested in the retained source label for E2J6B3;E2J6B4;E2J6D4
Oceanodroma leucorhoa,Ocle,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0A7H929;https://rest.uniprot.org/uniprotkb/A0A0A7H932;https://rest.uniprot.org/uniprotkb/A0A0A7H934,attested in the retained source label for A0A0A7H929;A0A0A7H932;A0A0A7H934
Odorrana margaretae,Odma,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A4D5YGT3;https://rest.uniprot.org/uniprotkb/A0A4D5YGT6;https://rest.uniprot.org/uniprotkb/A0A4D5YGU4,attested in the retained source label for A0A4D5YGT3;A0A4D5YGT6;A0A4D5YGU4
Oncorhynchus gilae,Ongi,exact,external_database,https://rest.uniprot.org/uniprotkb/A5YVA9;https://rest.uniprot.org/uniprotkb/A5YVB0;https://rest.uniprot.org/uniprotkb/A5YVB1,attested in the retained source label for A5YVA9;A5YVB0;A5YVB1
Oncorhynchus kisutch,Onki,exact,external_database,https://rest.uniprot.org/uniprotkb/Q9GJB5;https://rest.uniprot.org/uniprotkb/Q9GJB3;https://rest.uniprot.org/uniprotkb/Q9GJB4,attested in the retained source label for Q9GJB5;Q9GJB3;Q9GJB4
Oncorhynchus mykiss,Onmy,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Salmonids; taxon=8022; designation=Onmy
Oncorhynchus nerka,Onne,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A089WYW5;https://rest.uniprot.org/uniprotkb/A0A089X4H6;https://rest.uniprot.org/uniprotkb/A0A089WWZ1,attested in the retained source label for A0A089WYW5;A0A089X4H6;A0A089WWZ1
Oncorhynchus tshawytscha,Onts,exact,external_database,https://rest.uniprot.org/uniprotkb/Q9GJB6,attested in the retained source label for Q9GJB6
Orcinus orca,Oror,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Cetacea; taxon=9733; designation=Oror(Oror)
Oreochromis niloticus,Orni,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A3S7VHT8;https://rest.uniprot.org/uniprotkb/A0A6M3RT19;https://rest.uniprot.org/uniprotkb/G3FHC8,attested in the retained source label for A0A3S7VHT8;A0A6M3RT19;G3FHC8
Ornithorhynchus anatinus,Oran,exact,external_database,https://rest.uniprot.org/uniprotkb/A7X5M6;https://rest.uniprot.org/uniprotkb/A7X5M1;https://rest.uniprot.org/uniprotkb/Q6WGJ7,attested in the retained source label for A7X5M6;A7X5M1;Q6WGJ7
Oryctolagus,RLA,genus,formal_system,https://pubmed.ncbi.nlm.nih.gov/32522857/,
Oryctolagus,RbH-1,genus,literature_historical,https://openalex.org/W2093336722,
Oryctolagus,RL-A,genus,literature_historical,https://openalex.org/W2093336722,
Oryctolagus cuniculus,RLA,exact,formal_system,https://pubmed.ncbi.nlm.nih.gov/32522857/,source established by the cited registry or literature
Oryzias dancena,Orda,exact,external_database,https://rest.uniprot.org/uniprotkb/C0JW30;https://rest.uniprot.org/uniprotkb/C0JW31;https://rest.uniprot.org/uniprotkb/C0JW44,attested in the retained source label for C0JW30;C0JW31;C0JW44
Oryzias latipes,Orla,exact,external_database,https://rest.uniprot.org/uniprotkb/F5HRI2;https://rest.uniprot.org/uniprotkb/H2LR16;https://rest.uniprot.org/uniprotkb/D5MPV6,attested in the retained source label for F5HRI2;H2LR16;D5MPV6
Oryzias luzonensis,Orlu,exact,external_database,https://rest.uniprot.org/uniprotkb/C0JW58;https://rest.uniprot.org/uniprotkb/C0JW59;https://rest.uniprot.org/uniprotkb/C0JW60,attested in the retained source label for C0JW58;C0JW59;C0JW60
Osteolaemus tetraspis,Oste,exact,external_database,https://rest.uniprot.org/uniprotkb/V9HXW8;https://rest.uniprot.org/uniprotkb/V9HXW9;https://rest.uniprot.org/uniprotkb/V9HY08,attested in the retained source label for V9HXW8;V9HXW9;V9HY08
Otis tarda,Otta,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A0P0UW16;https://rest.uniprot.org/uniprotkb/A0A0P0UW97;https://rest.uniprot.org/uniprotkb/A0A0P0UW98,attested in the retained source label for A0A0P0UW16;A0A0P0UW97;A0A0P0UW98
Otus elegans,Otel,exact,external_database,https://rest.uniprot.org/uniprotkb/A0A2Z5WB25;https://rest.uniprot.org/uniprotkb/A0A2Z5WB26;https://rest.uniprot.org/uniprotkb/A0A2Z5WB35,attested in the retained source label for A0A2Z5WB25;A0A2Z5WB26;A0A2Z5WB35
Otus scops,Otsc,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDQ4;https://rest.uniprot.org/uniprotkb/B3F8W9;https://rest.uniprot.org/uniprotkb/B3F8X0,attested in the retained source label for A9LDQ4;B3F8W9;B3F8X0
Ovis,OLA,genus,formal_system,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,
Ovis aries,Ovar,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Ovids; taxon=9940; designation=Ovar
Ovis canadensis,Ovca,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Ovids; taxon=37174; designation=Ovca
Pachyptila belcheri,Pabe,exact,external_database,https://rest.uniprot.org/uniprotkb/C1JEH9;https://rest.uniprot.org/uniprotkb/C1JEI0;https://rest.uniprot.org/uniprotkb/C1JEI1,attested in the retained source label for C1JEH9;C1JEI0;C1JEI1
Pan paniscus,Papa,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9597; designation=Papa
Pan troglodytes,Patr,exact,ipd_current,https://www.ebi.ac.uk/ipd/mhc/taxonomy/,IPD group=Non-Human Primates; taxon=9598; designation=Patr
Pan troglodytes,ChLA,exact,literature_historical,https://www.eva.mpg.de/documents/Springer/Groot_Nomenclature_Immunogenetics_2020_3174021.pdf,
Pandion haliaetus,Paha,exact,external_database,https://rest.uniprot.org/uniprotkb/A9LDN8,attested in the retained source label for A9LDN8
