species,legacy_prefix,status,row_count,source_attested_row_count,evidence,example_accessions,example_source_labels
Danio rerio,Dare,external_registry_or_literature,21,2,https://pubmed.ncbi.nlm.nih.gov/18439319/,A0AB13A9E5;A0AC58HZ21,mhc1uka Dare-UCA mhc1uca si:ch73-213j4.4 UCA zgc:153728 Major histocompatibility complex class I UKA isoform 1 precursor;mhc1uka Dare-UCA mhc1uca si:ch73-213j4.4 UCA zgc:153728 Major histocompatibility complex class I UKA isoform X1
Gallus gallus,Gaga,external_registry_or_literature,555,0,https://www.ebi.ac.uk/ipd/mhc/group/CHICKEN/species/,,
Mus musculus,H2,external_registry_or_literature,742,0,https://www.informatics.jax.org/downloads/datasets/misc/H2Haplotypes/H2_haplotypes.html,,
Oryctolagus cuniculus,RLA,external_registry_or_literature,75,0,https://pubmed.ncbi.nlm.nih.gov/32522857/,,
Rattus norvegicus,RT1,external_registry_or_literature,205,0,https://www.ebi.ac.uk/ipd/mhc/,,
Rattus norvegicus,Rt1,external_registry_or_literature,1,0,https://www.ebi.ac.uk/ipd/mhc/,,
Rattus norvegicus,rt1,external_registry_or_literature,9,0,https://www.ebi.ac.uk/ipd/mhc/,,
Abramis brama,Abbr,external_uniprot_label,64,23,https://rest.uniprot.org/uniprotkb/A0A8E5GK18;https://rest.uniprot.org/uniprotkb/A0A8E5GK38;https://rest.uniprot.org/uniprotkb/A0A8E5GK40,A0A8E5GK18;A0A8E5GK38;A0A8E5GK40,Abbr-DAB3 MHC class II antigen;Abbr-DAB1 MHC class II antigen
Abramis brama,Arbr,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A0A8E5GKZ6,A0A8E5GKZ6,Arbr-DAB1 MHC class II antigen
Acipenser dabryanus,Acda,external_uniprot_label,53,53,https://rest.uniprot.org/uniprotkb/A0A5J6DDJ2;https://rest.uniprot.org/uniprotkb/A0A5J6DDJ4;https://rest.uniprot.org/uniprotkb/A0A5J6DDK3,A0A5J6DDJ2;A0A5J6DDJ4;A0A5J6DDK3,Acda-UAA MHC class I alpha antigen;Acda-DAA MHC class II alpha antigen;Acda-DAB MHC class II beta antigen
Acipenser sinensis,Acsi,external_uniprot_label,11,11,https://rest.uniprot.org/uniprotkb/E0X5M3;https://rest.uniprot.org/uniprotkb/E0X5M4;https://rest.uniprot.org/uniprotkb/E0X5M5,E0X5M3;E0X5M4;E0X5M5,Acsi-UBA MHC class Ia chain
Acrocephalus arundinaceus,Acar,external_uniprot_label,437,437,https://rest.uniprot.org/uniprotkb/A0A0S2N005;https://rest.uniprot.org/uniprotkb/A0A0S2N008;https://rest.uniprot.org/uniprotkb/A0A0S2N010,A0A0S2N005;A0A0S2N008;A0A0S2N010,Acar-UA MHC class I antigen
Acrocephalus arundinaceus,Acaru,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/Q7YP77;https://rest.uniprot.org/uniprotkb/Q7YP78,Q7YP77;Q7YP78,Acaru-UA MHC class I antigen
Acrocephalus schoenobaenus,Acsc,external_uniprot_label,3145,3145,https://rest.uniprot.org/uniprotkb/A0A0K0PE26;https://rest.uniprot.org/uniprotkb/A0A0K0PET5;https://rest.uniprot.org/uniprotkb/A0A0K0PF00,A0A0K0PE26;A0A0K0PET5;A0A0K0PF00,Acsc-UA MHC class I antigen
Acrocephalus scirpaceus,Acsci,external_uniprot_label,62,62,https://rest.uniprot.org/uniprotkb/A0A0S2MYP1;https://rest.uniprot.org/uniprotkb/A0A0S2MYP9;https://rest.uniprot.org/uniprotkb/A0A0S2MYQ1,A0A0S2MYP1;A0A0S2MYP9;A0A0S2MYQ1,Acsci-UA MHC class I antigen
Aegolius funereus,Aefu,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/B3F8W4;https://rest.uniprot.org/uniprotkb/B3F8W5,B3F8W4;B3F8W5,Aefu-DAB2 MHC class II antigen beta;Aefu-DAB1 MHC class II antigen beta
Aegypius monachus,Aemo,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDM7,A9LDM7,Aemo-DRB MHC class II antigen beta
Agalychnis callidryas,Agca,external_uniprot_label,19,19,https://rest.uniprot.org/uniprotkb/I6PNB5;https://rest.uniprot.org/uniprotkb/I6PNB7;https://rest.uniprot.org/uniprotkb/I6PNB9,I6PNB5;I6PNB7;I6PNB9,Agca-UA MHC class Ia alpha antigen
Agelaius phoeniceus,Agph,external_uniprot_label,22,20,https://rest.uniprot.org/uniprotkb/O46804;https://rest.uniprot.org/uniprotkb/O46805;https://rest.uniprot.org/uniprotkb/O46806,O46804;O46805;O46806,Agph-DAB1 MHC class II B;Agph-DAB3 MHC class II B antigen;Agph-DAB MHC class II antigen
Alauda razae,Alra,external_uniprot_label,24,24,https://rest.uniprot.org/uniprotkb/A0A6M6C8U2;https://rest.uniprot.org/uniprotkb/A0A6M6C8W6;https://rest.uniprot.org/uniprotkb/A0A6M6CA79,A0A6M6C8U2;A0A6M6C8W6;A0A6M6CA79,Alra-UA MHC class I antigen
Amblyrhynchus cristatus,Amcr,external_uniprot_label,15,15,https://rest.uniprot.org/uniprotkb/B3UZY4;https://rest.uniprot.org/uniprotkb/B3UZY5;https://rest.uniprot.org/uniprotkb/B3UZY6,B3UZY4;B3UZY5;B3UZY6,Amcr-UB MHC class I antigen;Amcr-UA MHC class I antigen;Amcr-DAB1 MHC class II antigen beta chain
Ambystoma mexicanum,Amme,external_uniprot_label,5,5,https://rest.uniprot.org/uniprotkb/Q9GIJ2;https://rest.uniprot.org/uniprotkb/Q9GIP7;https://rest.uniprot.org/uniprotkb/Q9GIP8,Q9GIJ2;Q9GIP7;Q9GIP8,Amme-DAB MHC class II beta chain isoform mB1;Amme-DAB MHC class II beta chain;Amme-DAB MHC class II truncated beta chain
Ambystoma mexicanum,Anme,external_uniprot_label,5,5,https://rest.uniprot.org/uniprotkb/A5JVU8;https://rest.uniprot.org/uniprotkb/A5JVU9;https://rest.uniprot.org/uniprotkb/A5JVV0,A5JVU8;A5JVU9;A5JVV0,Anme-DAB MHC class II antigen
Ambystoma tigrinum,Amti,external_uniprot_label,13,13,https://rest.uniprot.org/uniprotkb/Q0ZUB9;https://rest.uniprot.org/uniprotkb/Q0ZUC0;https://rest.uniprot.org/uniprotkb/Q0ZUC1,Q0ZUB9;Q0ZUC0;Q0ZUC1,Amti-DAB MHC class II antigen beta chain;Amti-DAB MHC class II antigen
Amphilophus citrinellus,Amci,external_uniprot_label,76,76,https://rest.uniprot.org/uniprotkb/A0A1S6K7L2;https://rest.uniprot.org/uniprotkb/A0A1S6K7L3;https://rest.uniprot.org/uniprotkb/A0A1S6K7L4,A0A1S6K7L2;A0A1S6K7L3;A0A1S6K7L4,Amci-DXB MHC class II beta antigen;Amci-DXB MHC class IIB antigen
Anarhynchus nivosus,Chni,external_uniprot_label,46,46,https://rest.uniprot.org/uniprotkb/A0A7M3UR59;https://rest.uniprot.org/uniprotkb/A0A7M3UR60;https://rest.uniprot.org/uniprotkb/A0A7M3UR61,A0A7M3UR59;A0A7M3UR60;A0A7M3UR61,Chni-DAB MHC class II antigen;Chni-UA MHC class I antigen
Anas platyrhynchos,Anpl,external_uniprot_label,149,147,https://rest.uniprot.org/uniprotkb/A0A1L5SLP1;https://rest.uniprot.org/uniprotkb/A0A1L5SLP6;https://rest.uniprot.org/uniprotkb/A0A1L5SLQ3,A0A1L5SLP1;A0A1L5SLP6;A0A1L5SLQ3,Anpl-UAA MHC class I antigen;Anpl-UAA01 MHC class I antigen;Anpl-DRA MHC class II alpha (MHC class II antigen)
Andrias davidianus,Anda,external_uniprot_label,64,64,https://rest.uniprot.org/uniprotkb/U5QAM4;https://rest.uniprot.org/uniprotkb/U5QAM9;https://rest.uniprot.org/uniprotkb/U5QAN4,U5QAM4;U5QAM9;U5QAN4,Anda-UAA MHC class I antigen;Anda-DAA MHC class II antigen alpha chain;Anda-DAB MHC class II antigen beta chain
Anser indicus,Anin,external_uniprot_label,9,9,https://rest.uniprot.org/uniprotkb/E8Z790;https://rest.uniprot.org/uniprotkb/E8Z791;https://rest.uniprot.org/uniprotkb/E8Z792,E8Z790;E8Z791;E8Z792,Anin-A MHC class I antigen
Anthropoides paradiseus,Grpa,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A0P0UVN5;https://rest.uniprot.org/uniprotkb/A0A0P0UW04;https://rest.uniprot.org/uniprotkb/A0A0P0UW15,A0A0P0UVN5;A0A0P0UW04;A0A0P0UW15,Grpa-DAB MHC class II antigen beta
Anthropoides virgo,Grvir,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A0N7KC06;https://rest.uniprot.org/uniprotkb/A0A0P0UVM3;https://rest.uniprot.org/uniprotkb/A0A0P0UW05,A0A0N7KC06;A0A0P0UVM3;A0A0P0UW05,Grvir-DAB MHC class II antigen beta
Antigone antigone,Gran,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A0P0UVP7;https://rest.uniprot.org/uniprotkb/A0A0P0UVU8;https://rest.uniprot.org/uniprotkb/A0A0P0UW01,A0A0P0UVP7;A0A0P0UVU8;A0A0P0UW01,Gran-DAB MHC class II antigen beta
Antigone canadensis,Grcan,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/A0A0P0UW56;https://rest.uniprot.org/uniprotkb/A0A0P0UW58;https://rest.uniprot.org/uniprotkb/A0A0P0UW75,A0A0P0UW56;A0A0P0UW58;A0A0P0UW75,Grcan-DAB MHC class II antigen beta
Antigone vipio,Grvip,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A0N7KC05;https://rest.uniprot.org/uniprotkb/A0A0P0UVX8;https://rest.uniprot.org/uniprotkb/A0A0P0UVX9,A0A0N7KC05;A0A0P0UVX8;A0A0P0UVX9,Grvip-DAB MHC class II antigen beta
Apteryx owenii,Apow,external_uniprot_label,14,14,https://rest.uniprot.org/uniprotkb/E9NHE9;https://rest.uniprot.org/uniprotkb/E9NHF0;https://rest.uniprot.org/uniprotkb/E9NHF1,E9NHE9;E9NHF0;E9NHF1,ApowDAB MHC class II antigen beta chain;ApowDAB Truncated MHC class II antigen beta chain
Aquarana catesbeiana,Lica,external_uniprot_label,12,12,https://rest.uniprot.org/uniprotkb/I6PNC5;https://rest.uniprot.org/uniprotkb/I6PNC6;https://rest.uniprot.org/uniprotkb/I6PRN0,I6PNC5;I6PNC6;I6PRN0,Lica-UA MHC class Ia alpha antigen
Aquila chrysaetos,Aqch,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDM8,A9LDM8,Aqch-DRB MHC class II antigen beta
Archoplites interruptus,Arin,external_uniprot_label,14,14,https://rest.uniprot.org/uniprotkb/B5LT76;https://rest.uniprot.org/uniprotkb/B5LT77;https://rest.uniprot.org/uniprotkb/B5LT78,B5LT76;B5LT77;B5LT78,Arin-DAB MHC class II antigen beta chain;Arin-DXB MHC class II antigen beta chain
Ardea alba,Aral,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/E2J696;https://rest.uniprot.org/uniprotkb/E2J697;https://rest.uniprot.org/uniprotkb/E2J6C0,E2J696;E2J697;E2J6C0,Aral-DAB1 MHC class II antigen beta;Aral-DAB2 MHC class II antigen beta
Ardea cinerea,Arci,external_uniprot_label,7,7,https://rest.uniprot.org/uniprotkb/E2J690;https://rest.uniprot.org/uniprotkb/E2J691;https://rest.uniprot.org/uniprotkb/E2J692,E2J690;E2J691;E2J692,Arci-DAB1 MHC class II antigen beta;Arci-DAB2 MHC class II antigen beta
Ardeola bacchus,Arba,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/E2J694;https://rest.uniprot.org/uniprotkb/E2J695;https://rest.uniprot.org/uniprotkb/E2J6B8,E2J694;E2J695;E2J6B8,Arba-DAB1 MHC class II antigen beta;Arba-DAB2 MHC class II antigen beta
Asio flammeus,Asfl,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/B3F8W2;https://rest.uniprot.org/uniprotkb/B3F8W3,B3F8W2;B3F8W3,Asfl-DAB2 MHC class II antigen beta;Asfl-DAB1 MHC class II antigen beta
Asio otus,Asot,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A9LDQ6;https://rest.uniprot.org/uniprotkb/B3F8T6;https://rest.uniprot.org/uniprotkb/B3F8T7,A9LDQ6;B3F8T6;B3F8T7,Asot-DRB MHC class II antigen beta;Asot-DAB2 MHC class II antigen beta;Asot-DAB1 MHC class II antigen beta
Astur gentilis,Acge,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDM6,A9LDM6,Acge-DRB MHC class II antigen beta
Athene noctua,Atno,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A9LDQ7;https://rest.uniprot.org/uniprotkb/B3F8V9;https://rest.uniprot.org/uniprotkb/B3F8W0,A9LDQ7;B3F8V9;B3F8W0,Atno-DRB MHC class II antigen beta;Atno-DAB2 MHC class II antigen beta;Atno-DAB1 MHC class II antigen beta
Balearica pavonina,Bapa,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/A0A0P0UVQ5;https://rest.uniprot.org/uniprotkb/A0A0P0UVZ7;https://rest.uniprot.org/uniprotkb/A0A0P0UW34,A0A0P0UVQ5;A0A0P0UVZ7;A0A0P0UW34,Bapa-DAB MHC class II antigen beta
Balearica regulorum,Bare,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A0N7KC09;https://rest.uniprot.org/uniprotkb/A0A0P0UW21;https://rest.uniprot.org/uniprotkb/A0A0P0UW25,A0A0N7KC09;A0A0P0UW21;A0A0P0UW25,Bare-DAB MHC class II antigen beta
Brachyramphus marmoratus,Brma,external_uniprot_label,27,27,https://rest.uniprot.org/uniprotkb/N0A1U8;https://rest.uniprot.org/uniprotkb/N0A1V3;https://rest.uniprot.org/uniprotkb/N0A1V6,N0A1U8;N0A1V3;N0A1V6,Brma-DRB1 MHC class II antigen
Bubo africanus,Buaf,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/B3F8V6;https://rest.uniprot.org/uniprotkb/B3F8V7;https://rest.uniprot.org/uniprotkb/B3F8V8,B3F8V6;B3F8V7;B3F8V8,Buaf-DAB2 MHC class II antigen beta;Buaf-DAB1 MHC class II antigen beta
Bubo blakistoni,Bubl,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A223ZXQ0;https://rest.uniprot.org/uniprotkb/A0A224A979;https://rest.uniprot.org/uniprotkb/A0A224A9H9,A0A223ZXQ0;A0A224A979;A0A224A9H9,Bubl-DAB1 MHC class II antigen beta;Bubl-DAB2 MHC class II antigen beta
Bubo bubo,Bubbu,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDQ3,A9LDQ3,Bubbu-DRB MHC class II antigen beta
Bubo bubo,Bubu,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/B3F8U8;https://rest.uniprot.org/uniprotkb/B3F8U9;https://rest.uniprot.org/uniprotkb/B3F8V0,B3F8U8;B3F8U9;B3F8V0,Bubu-DAB2 MHC class II antigen beta;Bubu-DAB1 MHC class II antigen beta
Bubo scandiacus,Busc,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/B3F8U6;https://rest.uniprot.org/uniprotkb/B3F8U7,B3F8U6;B3F8U7,Busc-DAB2 MHC class II antigen beta;Busc-DAB1 MHC class II antigen beta
Bubulcus ibis,Buib,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/E2J6A7;https://rest.uniprot.org/uniprotkb/E2J6A8;https://rest.uniprot.org/uniprotkb/E2J6C8,E2J6A7;E2J6A8;E2J6C8,Buib-DAB1 MHC class II antigen beta;Buib-DAB2 MHC class II antigen beta
Bucanetes githagineus,Bugi,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/E2E2S2,E2E2S2,Bugi-DAB1 MHC class II antigen beta
Bugeranus carunculatus,Buca,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/A0A6B9UJ47;https://rest.uniprot.org/uniprotkb/A0A6B9UJ57;https://rest.uniprot.org/uniprotkb/A0A6B9UKZ2,A0A6B9UJ47;A0A6B9UJ57;A0A6B9UKZ2,Buca-UA MHC class I antigen
Bugeranus carunculatus,Grcar,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A0N7KC07;https://rest.uniprot.org/uniprotkb/A0A0P0UVQ3;https://rest.uniprot.org/uniprotkb/A0A0P0UVX6,A0A0N7KC07;A0A0P0UVQ3;A0A0P0UVX6,Grcar-DAB MHC class II antigen beta
Buteo buteo,Buteo,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDM9,A9LDM9,Buteo-DRB MHC class II antigen beta
Cachryx defensor,Ctde,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/B5LN06,B5LN06,Ctde-UA MHC class I antigen
Calidris canutus,Caca,external_uniprot_label,35,35,https://rest.uniprot.org/uniprotkb/L0H763;https://rest.uniprot.org/uniprotkb/L0H773;https://rest.uniprot.org/uniprotkb/L0H785,L0H763;L0H773;L0H785,Caca-UA MHC class I antigen
Carassius gibelio,Cagi,external_uniprot_label,30,30,https://rest.uniprot.org/uniprotkb/X5J5T9;https://rest.uniprot.org/uniprotkb/X5J5U0;https://rest.uniprot.org/uniprotkb/X5J5U1,X5J5T9;X5J5U0;X5J5U1,Cagi-DAB1 MHC class II antigen
Carassius langsdorfii,caau,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/F8WRI6;https://rest.uniprot.org/uniprotkb/F8WRI8,F8WRI6;F8WRI8,caau-UA MHC class I antigen;caau-UF MHC class I protein
Carduelis carduelis,Caca,external_uniprot_label,19,19,https://rest.uniprot.org/uniprotkb/A0A126AC28;https://rest.uniprot.org/uniprotkb/A0A384M0C9;https://rest.uniprot.org/uniprotkb/A0A384M0E6,A0A126AC28;A0A384M0C9;A0A384M0E6,Caca-F MHC class I antigen
Carollia perspicillata,Cape,external_uniprot_label,37,15,https://rest.uniprot.org/uniprotkb/H9U5N9;https://rest.uniprot.org/uniprotkb/H9U5P0;https://rest.uniprot.org/uniprotkb/H9U5P1,H9U5N9;H9U5P0;H9U5P1,Cape-DRB MHC class II antigen DR beta chain
Chersophilus duponti,Chdu,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/E2E2S7,E2E2S7,Chdu-DAB2 MHC class II antigen beta
Chiloscyllium plagiosum,Chpl,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/I6ZPI8;https://rest.uniprot.org/uniprotkb/I6ZPJ1;https://rest.uniprot.org/uniprotkb/I7A066,I6ZPI8;I6ZPJ1;I7A066,Chpl-DAB MHC class II antigen beta chain
Chondrostoma nasus,Chna,external_uniprot_label,17,17,https://rest.uniprot.org/uniprotkb/S6DEV0;https://rest.uniprot.org/uniprotkb/S6DEV7;https://rest.uniprot.org/uniprotkb/S6DEW1,S6DEV0;S6DEV7;S6DEW1,Chna-DAB1 MHC class II antigen;Chna-DAB3 MHC class II antigen
Chroicocephalus scopulinus,Lasc,external_uniprot_label,47,47,https://rest.uniprot.org/uniprotkb/A0A0M3KPA8;https://rest.uniprot.org/uniprotkb/A0A0M3KPC0;https://rest.uniprot.org/uniprotkb/E9KNA9,A0A0M3KPA8;A0A0M3KPC0;E9KNA9,Lasc-UCA MHC class I antigen alpha chain;Lasc-UDA MHC class I antigen alpha chain;Lasc-UAA MHC class I alpha chain (MHC class I antigen)
Chrysolophus amherstiae,MHC,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I1W6A1,I1W6A1,MHC-B MHC class II antigen beta chain
Chrysolophus pictus,Chpi,external_uniprot_label,75,6,https://rest.uniprot.org/uniprotkb/A0A0U1ZBS1;https://rest.uniprot.org/uniprotkb/A0A0U1ZCR0;https://rest.uniprot.org/uniprotkb/A0A0U1ZCW0,A0A0U1ZBS1;A0A0U1ZCR0;A0A0U1ZCW0,Chpi-IA2 MHC class I antigen;Chpi-IA3 MHC class I antigen;Chpi-IA1 MHC class I antigen
Ciconia boyciana,Cibo,external_uniprot_label,22,14,https://rest.uniprot.org/uniprotkb/A0A1L7N0D8;https://rest.uniprot.org/uniprotkb/A0A1L7N0D9;https://rest.uniprot.org/uniprotkb/A0A1L7N0E1,A0A1L7N0D8;A0A1L7N0D9;A0A1L7N0E1,Cibo-DAB MHC class II beta chain;Cibo-DBB MHC class II beta chain
Circaetus gallicus,Ciga,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDN0,A9LDN0,Ciga-DRB MHC class II antigen beta
Circus aeruginosus,Ciae,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A9LDN1,A9LDN1,Ciae-DRB MHC class II antigen beta
Clarias batrachus,Clba,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/A0A059PJ06;https://rest.uniprot.org/uniprotkb/A0A059PJ43;https://rest.uniprot.org/uniprotkb/A0A059PJ45,A0A059PJ06;A0A059PJ43;A0A059PJ45,Clba-UBA MHC class I alpha chain;Clba-UAA MHC class I alpha chain;Clba-UCA MHC class I alpha chain
Clarias gariepinus,Clga,external_uniprot_label,20,20,https://rest.uniprot.org/uniprotkb/C1IQ54;https://rest.uniprot.org/uniprotkb/C1IQ55;https://rest.uniprot.org/uniprotkb/C1IQ56,C1IQ54;C1IQ55;C1IQ56,Clga-UAA MHC class I antigen
Clarias magur,Cyca,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/A0A8J4TGY8,A0A8J4TGY8,Cyca-UA DAT39_019911 MHC class I antigen
Clarias magur,Icpu,external_uniprot_label,25,25,https://rest.uniprot.org/uniprotkb/A0A8J4TR97;https://rest.uniprot.org/uniprotkb/A0A8J4U181;https://rest.uniprot.org/uniprotkb/A0A8J4U9Q8,A0A8J4TR97;A0A8J4U181;A0A8J4U9Q8,"Icpu-UAA DAT39_020433 MHC class I alpha chain;Icpu-UAA DAT39_021482 MHC class I alpha chain;Icpu-UBA DAT39_016691 BOLA class I histocompatibility antigen, alpha chain BL3-7-like isoform X2"
Conolophus subcristatus,Cosu,external_uniprot_label,5,5,https://rest.uniprot.org/uniprotkb/B3UZY9;https://rest.uniprot.org/uniprotkb/B3UZZ0;https://rest.uniprot.org/uniprotkb/B3UZZ1,B3UZY9;B3UZZ0;B3UZZ1,Cosu-UB MHC class I antigen;Cosu-UA MHC class I antigen
Coregonus sp.,Cosp,external_uniprot_label,37,37,https://rest.uniprot.org/uniprotkb/G9F8I9;https://rest.uniprot.org/uniprotkb/G9F8J0;https://rest.uniprot.org/uniprotkb/G9F8J1,G9F8I9;G9F8J0;G9F8J1,Cosp-DXB MHC class II antigen;Cosp-B1 Mhc class IIB
Coronella austriaca,Coau,external_uniprot_label,14,14,https://rest.uniprot.org/uniprotkb/A0A161HPN2;https://rest.uniprot.org/uniprotkb/A0A161HQF2;https://rest.uniprot.org/uniprotkb/A0A161HQG5,A0A161HPN2;A0A161HQF2;A0A161HQG5,Coau-DAB1 MHC class II antigen beta chain
Corvus corax,Coco,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/E2E2T0,E2E2T0,Coco-DAB1 MHC class II antigen beta
Coturnix japonica,Coja,external_uniprot_label,40,40,https://rest.uniprot.org/uniprotkb/Q76LI6;https://rest.uniprot.org/uniprotkb/Q76LI7;https://rest.uniprot.org/uniprotkb/Q76LJ0,Q76LI6;Q76LI7;Q76LJ0,Coja-E MHC class I alpha chain;Coja-B1 MHC class I alpha chain;Coja-D2 MHC class I alpha chain
Crocodylus acutus,Crac,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/V9HXW7;https://rest.uniprot.org/uniprotkb/V9HY01;https://rest.uniprot.org/uniprotkb/V9HY05,V9HXW7;V9HY01;V9HY05,Crac-DB05 MHC class II antigen;Crac-DB01 MHC class II antigen;Crac-DB06 MHC class II antigen
Crocodylus intermedius,Crin,external_uniprot_label,5,5,https://rest.uniprot.org/uniprotkb/V9HXX9;https://rest.uniprot.org/uniprotkb/V9HY41;https://rest.uniprot.org/uniprotkb/V9HY44,V9HXX9;V9HY41;V9HY44,Crin-DB05 MHC class II antigen;Crin-DB03 MHC class II antigen;Crin-DB06 MHC class II antigen
Crocodylus johnstoni,Crjo,external_uniprot_label,5,5,https://rest.uniprot.org/uniprotkb/V9HXW2;https://rest.uniprot.org/uniprotkb/V9HXZ3;https://rest.uniprot.org/uniprotkb/V9HXZ5,V9HXW2;V9HXZ3;V9HXZ5,Crjo-DB02 MHC class II antigen;Crjo-DB03 MHC class II antigen;Crjo-DB05 MHC class II antigen
Crocodylus mindorensis,Crmi,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/V9HXW3;https://rest.uniprot.org/uniprotkb/V9HXZ4;https://rest.uniprot.org/uniprotkb/V9HY00,V9HXW3;V9HXZ4;V9HY00,Crmi-DB02 MHC class II antigen;Crmi-DB03 MHC class II antigen;Crmi-DB01 MHC class II antigen
Crocodylus moreletii,Crmo,external_uniprot_label,8,8,https://rest.uniprot.org/uniprotkb/V9HXY4;https://rest.uniprot.org/uniprotkb/V9HXY5;https://rest.uniprot.org/uniprotkb/V9HY55,V9HXY4;V9HXY5;V9HY55,Crmo-DB04 MHC class II antigen;Crmo-DB09 MHC class II antigen;Crmo-DB02 MHC class II antigen
Crocodylus niloticus,Crni,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/V9HXW5;https://rest.uniprot.org/uniprotkb/V9HXW6;https://rest.uniprot.org/uniprotkb/V9HXZ8,V9HXW5;V9HXW6;V9HXZ8,Crni-DB01 MHC class II antigen;Crni-DB06 MHC class II antigen;Crni-DB02 MHC class II antigen
Crocodylus palustris,Crpa,external_uniprot_label,3,3,https://rest.uniprot.org/uniprotkb/V9HY09;https://rest.uniprot.org/uniprotkb/V9HY16;https://rest.uniprot.org/uniprotkb/V9HY97,V9HY09;V9HY16;V9HY97,Crpa-DB02 MHC class II antigen;Crpa-DB03 MHC class II antigen;Crpa-DB01 MHC class II antigen
Crocodylus porosus,Crpo,external_uniprot_label,14,14,https://rest.uniprot.org/uniprotkb/A0A0A7TX23;https://rest.uniprot.org/uniprotkb/A0A0B4UEY0;https://rest.uniprot.org/uniprotkb/A0A0B4UFU8,A0A0A7TX23;A0A0B4UEY0;A0A0B4UFU8,Crpo-UC MHC class I antigen;Crpo-UB MHC class I antigen;Crpo-UA MHC class I antigen
Crocodylus rhombifer,Crrh,external_uniprot_label,6,6,https://rest.uniprot.org/uniprotkb/V9HXY0;https://rest.uniprot.org/uniprotkb/V9HY43;https://rest.uniprot.org/uniprotkb/V9HY47,V9HXY0;V9HY43;V9HY47,Crrh-DB05 MHC class II antigen;Crrh-DB03 MHC class II antigen;Crrh-DB06 MHC class II antigen
Crocodylus siamensis,Crsi,external_uniprot_label,4,4,https://rest.uniprot.org/uniprotkb/V9HXX0;https://rest.uniprot.org/uniprotkb/V9HY14;https://rest.uniprot.org/uniprotkb/V9HY22,V9HXX0;V9HY14;V9HY22,Crsi-DB02 MHC class II antigen;Crsi-DB03 MHC class II antigen;Crsi-DB01 MHC class II antigen
Crossoptilon auritum,MHC,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/I1W6A5;https://rest.uniprot.org/uniprotkb/I1W6A6,I1W6A5;I1W6A6,MHC-B MHC class II antigen beta chain
Crossoptilon crossoptilon,MHC,external_uniprot_label,1,1,https://rest.uniprot.org/uniprotkb/I1W6A3,I1W6A3,MHC-B MHC class II antigen beta chain
Ctenopharyngodon idella,Citd,external_uniprot_label,2,2,https://rest.uniprot.org/uniprotkb/B2X123;https://rest.uniprot.org/uniprotkb/B2X125,B2X123;B2X125,Citd-UBA MHC class I antigen;Citd-UAA MHC class I antigen
