uniprot_accession,species,legacy_prefix,legacy_gene,source_gene_names,source_protein_name,label_classification,primary_reference,source_kind,source_url,uniprot_entry_version,uniprot_last_modified,uniprot_release,uniprot_release_date,retrieved_on
A0A3G6IHF7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHF7,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHF9,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHF9,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHG1,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHG1,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHG3,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHG3,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHH0,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHH0,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHH5,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHH5,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHI4,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHI4,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHI7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHI7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHJ2,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHJ2,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHJ7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHJ7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IHK5,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IHK5,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6II18,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6II18,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6II29,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6II29,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6II42,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6II42,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6II51,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6II51,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6II60,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6II60,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IIF7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IIF7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IIG7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IIG7,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IIH5,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IIH5,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6III7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6III7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IIJ7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IIJ7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IL92,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IL92,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6ILA0,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6ILA0,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6ILB0,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6ILB0,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6ILC0,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6ILC0,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6ILC8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6ILC8,15,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMI8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMI8,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMJ7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMJ7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMK2,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMK2,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IML4,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IML4,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IML8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IML8,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMQ7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMQ7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMR6,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMR6,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMS8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMS8,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMT7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMT7,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0A3G6IMU8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0A3G6IMU8,17,2025-10-08,2026_02,10-June-2026,2026-08-31
A0AA96HBT9,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0AA96HBT9,8,2026-01-28,2026_02,10-June-2026,2026-08-31
A0AA96HBX6,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0AA96HBX6,6,2026-01-28,2026_02,10-June-2026,2026-08-31
A0AA96HCC4,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0AA96HCC4,8,2026-01-28,2026_02,10-June-2026,2026-08-31
A0AA96HCE3,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0AA96HCE3,8,2026-01-28,2026_02,10-June-2026,2026-08-31
A0AA96HDR1,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0AA96HDR1,6,2026-01-28,2026_02,10-June-2026,2026-08-31
A0AA96HF65,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A0AA96HF65,8,2026-01-28,2026_02,10-June-2026,2026-08-31
A7U7K3,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A7U7K3,33,2025-10-08,2026_02,10-June-2026,2026-08-31
A7U7K4,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A7U7K4,32,2025-10-08,2026_02,10-June-2026,2026-08-31
A7U7K5,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A7U7K5,32,2025-10-08,2026_02,10-June-2026,2026-08-31
A7U7K6,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/A7U7K6,31,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPS5,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPS5?format=txt&versions=29,29,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPS6,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPS6?format=txt&versions=30,30,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPS7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPS7?format=txt&versions=29,29,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPS8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPS8?format=txt&versions=29,29,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPS9,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPS9?format=txt&versions=28,28,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT0,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPT0?format=txt&versions=29,29,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT1,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPT1?format=txt&versions=28,28,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT2,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPT2?format=txt&versions=28,28,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT3,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPT3?format=txt&versions=30,30,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT4,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPT4?format=txt&versions=30,30,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT5,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPT5?format=txt&versions=28,28,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT6,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,unisave_archived,https://rest.uniprot.org/unisave/B3TPT6?format=txt&versions=29,29,08-OCT-2025,2026_01,28-Jan-2026,2026-08-31
B3TPT7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPT7,33,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPT8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPT8,30,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPT9,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPT9,30,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU0,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU0,30,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU1,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU1,30,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU2,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU2,29,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU3,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU3,29,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU4,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU4,30,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU5,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU5,34,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU6,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU6,30,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU7,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU7,30,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU8,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU8,31,2025-10-08,2026_02,10-June-2026,2026-08-31
B3TPU9,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/B3TPU9,30,2025-10-08,2026_02,10-June-2026,2026-08-31
Q30E12,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/Q30E12,42,2025-10-08,2026_02,10-June-2026,2026-08-31
Q30E13,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/Q30E13,42,2025-10-08,2026_02,10-June-2026,2026-08-31
Q30E14,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/Q30E14,42,2025-10-08,2026_02,10-June-2026,2026-08-31
Q30E15,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/Q30E15,41,2025-10-08,2026_02,10-June-2026,2026-08-31
Q30E16,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/Q30E16,41,2025-10-08,2026_02,10-June-2026,2026-08-31
Q30E17,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/Q30E17,41,2025-10-08,2026_02,10-June-2026,2026-08-31
Q30E18,Myodes glareolus,Clgl,Clgl-DQA,Clgl-DQA,MHC class II antigen,source_attested_prefix,,uniprotkb_current,https://rest.uniprot.org/uniprotkb/Q30E18,42,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6P3,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6P3,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6P4,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6P4,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6P5,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6P5,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6P6,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6P6,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6P7,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6P7,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6P8,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6P8,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6P9,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6P9,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q0,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q0,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q1,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q1,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q2,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q2,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q3,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q3,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q4,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q4,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q5,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q5,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q6,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q6,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q7,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q7,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q8,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q8,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6Q9,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6Q9,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R0,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R0,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R1,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R1,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R2,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R2,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R3,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R3,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R4,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R4,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R5,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R5,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R6,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R6,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R7,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R7,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R8,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R8,24,2025-10-08,2026_02,10-June-2026,2026-08-31
I3V6R9,Peromyscus californicus,MHC,MHC-DQA,MHC-DQA,MHC class II antigen,generic_label_not_prefix,https://pubmed.ncbi.nlm.nih.gov/22649541/,uniprotkb_current,https://rest.uniprot.org/uniprotkb/I3V6R9,24,2025-10-08,2026_02,10-June-2026,2026-08-31
